"CTYNAME","pop2021","GrowthRate","popDensity"
"Fairfield County","942054","2.4690","1558.4041"
"Hartford County","890000","-0.5849","1472.2931"
"New Haven County","850329","-1.5090","1406.6669"
"New London County","263048","-3.9985","435.1503"
"Litchfield County","178809","-5.7725","295.7969"
"Middlesex County","161568","-2.4442","267.2758"
"Tolland County","150785","-1.6014","249.4379"
"Windham County","116228","-1.9537","192.2716"
