"CTYNAME","pop2021","GrowthRate","popDensity"
"Honolulu County","963973","0.8039","1555.0199"
"Hawaii County","201521","8.7169","325.0809"
"Maui County","168307","8.5712","271.5021"
"Kauai County","72543","7.9429","117.0218"
"Kalawao County","86","-4.4444","0.1387"
